_c0,loyalty_number,country,province,city,postal_code,gender,education,salary,marital_status,loyalty_card,enrollment_type,cancellation_year,cancellation_month,salary_group
839,825593,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,74135.0,Married,Aurora,Standard,,,High
1431,528693,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,57584.0,Divorced,Aurora,Standard,,,Medium
1847,207576,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,71992.0,Married,Aurora,Standard,,,High
2006,706425,Canada,Ontario,Toronto,P5S 6R4,Male,High School or Below,39632.0,Married,Aurora,Standard,2016.0,,Low
2098,288500,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,52671.0,Married,Aurora,Standard,,,Medium
2346,554712,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,80703.0,Married,Aurora,Standard,,,High
2512,393130,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,65023.0,Married,Aurora,Standard,,,Medium
2568,270337,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,49677.0,Divorced,Aurora,Standard,,,Low
2623,364067,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,72731.0,Single,Aurora,Standard,,,High
2818,711625,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,81549.0,Married,Aurora,Standard,,,High
2840,166705,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,98514.0,Married,Aurora,Standard,,,High
2847,979703,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,59510.0,Single,Aurora,Standard,,,Medium
2917,892000,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,69537.0,Married,Aurora,Standard,2016.0,,Medium
2945,773986,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,82876.0,Married,Aurora,Standard,,,High
3337,432941,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,96550.0,Married,Aurora,Standard,2017.0,,High
4122,902966,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,65997.0,Divorced,Aurora,Standard,,,Medium
4974,297379,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,51141.0,Married,Nova,Standard,,,Medium
5227,521576,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,87032.0,Married,Nova,Standard,,,High
5235,900894,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,89933.0,Married,Nova,Standard,,,High
5533,801338,Canada,British Columbia,Vancouver,V5R 1W3,Female,Doctor,152955.0,Married,Nova,Standard,,,High
5839,823212,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,48741.0,Married,Nova,Standard,,,Low
6319,168641,Canada,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,86366.0,Married,Nova,Standard,2015.0,,High
6393,244865,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,62044.0,Single,Nova,Standard,,,Medium
6898,428305,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,65088.0,Married,Nova,Standard,,,Medium
7072,399101,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,74123.0,Divorced,Nova,Standard,2017.0,,High
7123,960913,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,86244.0,Married,Nova,Standard,,,High
7215,624980,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,57150.0,Single,Nova,Standard,,,Medium
7221,424688,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,49286.0,Single,Nova,Standard,,,Low
8108,646198,Canada,Ontario,Toronto,M8Y 4K8,Male,Master,123277.0,Divorced,Nova,Standard,2018.0,,High
8222,576878,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,47810.0,Single,Nova,Standard,,,Low
8263,516271,Canada,Quebec,Hull,J8Y 3Z5,Female,High School or Below,64869.0,Married,Nova,Standard,2018.0,,Medium
8729,111286,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,55923.0,Married,Nova,Standard,,,Medium
8832,359275,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,69696.0,Single,Nova,Standard,,,Medium
8899,978712,Canada,British Columbia,Vancouver,V6E 3D9,Female,High School or Below,71630.0,Married,Nova,Standard,,,High
9152,642738,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,78821.0,Divorced,Nova,Standard,,,High
9217,277094,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,98507.0,Divorced,Nova,Standard,,,High
9298,334997,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,63567.0,Married,Nova,Standard,,,Medium
10568,791132,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,86513.0,Married,Star,Standard,,,High
10961,549686,Canada,Ontario,Trenton,K8V 4B2,Male,Master,97596.0,Divorced,Star,Standard,,,High
11242,691761,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,52201.0,Married,Star,Standard,,2.0,Medium
11567,294172,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,48601.0,Divorced,Star,2018 Promotion,,,Low
11685,854998,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,96700.0,Married,Star,Standard,,,High
11746,496831,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,87818.0,Married,Star,2018 Promotion,,,High
11986,355724,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,70451.0,Married,Star,Standard,,,High
12463,476288,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,100159.0,Married,Star,Standard,,,High
12659,448577,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,47921.0,Single,Star,Standard,,,Low
12705,176359,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,80444.0,Single,Star,Standard,,,High
13192,688410,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,63840.0,Married,Star,Standard,,,Medium
13690,615528,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,47278.0,Married,Star,Standard,,,Low
13923,695965,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,30353.0,Married,Nova,2018 Promotion,,,Low
14335,888901,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,48365.0,Divorced,Star,Standard,2017.0,,Low
14435,932261,Canada,Ontario,Kingston,M9K 2P4,Female,Doctor,124407.0,Married,Star,Standard,2015.0,,High
14772,530119,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,92642.0,Married,Star,Standard,,,High
15085,355994,Canada,Ontario,Toronto,P1J 8T7,Female,Doctor,186861.0,Married,Star,Standard,,,High
15679,336469,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,70664.0,Married,Star,Standard,,,High
15758,827309,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,96929.0,Married,Star,Standard,2018.0,,High
16043,194297,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,71562.0,Married,Star,Standard,,,High
549,615439,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Doctor,109664.0,Single,Star,Standard,,,High
611,685314,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,55335.0,Married,Star,Standard,,,Medium
843,518249,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,68532.0,Single,Aurora,Standard,,,Medium
2338,425436,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,51018.0,Divorced,Aurora,Standard,,,Medium
3274,510182,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,58565.0,Married,Aurora,Standard,,,Medium
3397,515826,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,103968.0,Married,Aurora,Standard,,,High
3544,581513,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,83379.0,Married,Aurora,Standard,,,High
3675,709982,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,73638.0,Married,Aurora,Standard,,,High
3685,973728,Canada,British Columbia,Kelowna,V09 2E9,Female,Bachelor,69756.0,Married,Aurora,Standard,,,Medium
3693,696128,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,91471.0,Married,Aurora,Standard,,,High
4336,346828,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,54373.0,Married,Nova,Standard,,,Medium
4358,810028,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,49632.0,Divorced,Nova,Standard,,,Low
4765,514632,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,86543.0,Married,Nova,Standard,,,High
5040,789004,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,62620.0,Divorced,Nova,Standard,,,Medium
5142,820542,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,49197.0,Married,Nova,Standard,,,Low
5196,957419,Canada,Quebec,Montreal,H2T 2J6,Female,Doctor,138985.0,Married,Nova,Standard,,,High
5223,396997,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,52618.0,Married,Nova,Standard,,,Medium
5299,214639,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,54846.0,Married,Nova,Standard,,,Medium
5805,278227,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Female,Bachelor,90915.0,Married,Nova,Standard,2016.0,,High
5812,406367,Canada,Ontario,London,M5B 3E4,Female,Bachelor,50551.0,Married,Nova,Standard,,,Medium
5917,344580,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,92128.0,Single,Nova,Standard,,,High
6136,215051,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,85887.0,Divorced,Nova,Standard,,,High
6509,214995,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,59621.0,Married,Nova,Standard,,,Medium
6524,341867,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,High School or Below,40260.0,Single,Nova,Standard,,,Low
6628,473563,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,66671.0,Divorced,Star,2018 Promotion,,,Medium
7033,750247,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,53293.0,Married,Nova,Standard,2016.0,,Medium
7155,779082,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,93211.0,Married,Star,2018 Promotion,,,High
7233,520202,Canada,Quebec,Quebec City,G1B 3L5,Male,High School or Below,62836.0,Married,Nova,Standard,,,Medium
7824,327866,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,78582.0,Single,Nova,Standard,,,High
8064,276947,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,29905.0,Married,Aurora,2018 Promotion,2018.0,,Low
8512,144523,Canada,Quebec,Tremblant,H5Y 2S9,Male,High School or Below,76905.0,Married,Nova,Standard,,,High
8924,671309,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,68665.0,Divorced,Nova,Standard,2017.0,,Medium
9301,693133,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,67101.0,Married,Nova,Standard,,,Medium
9727,808524,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,97074.0,Married,Nova,Standard,,,High
10092,373429,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Master,120956.0,Divorced,Star,Standard,,,High
10290,340723,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,74522.0,Divorced,Star,Standard,,,High
10360,689981,Canada,Ontario,Toronto,M8Y 4K8,Male,Doctor,227341.0,Married,Star,Standard,,,High
10592,732113,Canada,Manitoba,Winnipeg,R2C 0M5,Female,High School or Below,43650.0,Married,Star,Standard,,,Low
11019,253412,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,90265.0,Married,Star,Standard,,,High
11106,314081,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,64791.0,Single,Star,Standard,,,Medium
11693,746377,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,91763.0,Married,Star,Standard,,,High
11775,633861,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,50176.0,Married,Star,Standard,,,Medium
11872,557996,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,48317.0,Single,Star,Standard,,,Low
12379,860553,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,94743.0,Married,Star,Standard,2016.0,,High
12641,337488,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,77358.0,Married,Star,Standard,,,High
12682,382738,Canada,Saskatchewan,Regina,S6J 3G0,Male,Doctor,70996.0,Single,Star,Standard,,,High
13207,988223,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,86648.0,Married,Star,Standard,,,High
13512,855261,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,49491.0,Married,Star,Standard,,,Low
13910,939752,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,71849.0,Married,Star,Standard,,,High
13983,861415,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,68728.0,Married,Star,Standard,,,Medium
14200,554255,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,64373.0,Married,Star,Standard,,,Medium
14443,499518,Canada,Ontario,Ottawa,K1F 2R2,Male,Doctor,124635.0,Married,Star,Standard,,,High
14760,234256,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,74655.0,Married,Star,Standard,,,High
15336,388046,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,87654.0,Married,Star,Standard,,,High
15430,937418,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,84165.0,Divorced,Star,Standard,,,High
15617,511584,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,70465.0,Married,Star,Standard,,,High
15713,744228,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,53724.0,Single,Star,Standard,,,Medium
15809,449843,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,61911.0,Married,Star,Standard,,,Medium
16177,477993,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,60468.0,Married,Star,Standard,,,Medium
16466,148766,Canada,Quebec,Montreal,H4G 3T4,Male,Master,113785.0,Married,Star,Standard,2015.0,,High
16482,117782,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,97704.0,Divorced,Star,Standard,,,High
83,283314,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,72127.0,Married,Star,Standard,2015.0,,High
193,211714,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Doctor,103572.0,Married,Star,Standard,,,High
371,710053,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,49253.0,Married,Star,Standard,,,Low
425,774724,Canada,British Columbia,Vancouver,V6E 3D9,Female,High School or Below,65673.0,Single,Star,Standard,,,Medium
1402,946932,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,55486.0,Married,Aurora,Standard,,,Medium
1611,412944,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,51875.0,Married,Aurora,Standard,,,Medium
1641,170027,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,60890.0,Married,Aurora,Standard,,,Medium
1760,721786,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,47379.0,Married,Aurora,Standard,,,Low
2223,843919,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,73943.0,Divorced,Aurora,Standard,2018.0,,High
2559,387834,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,77999.0,Divorced,Aurora,Standard,,,High
3082,752259,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,73236.0,Married,Aurora,Standard,,,High
3229,360730,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,65379.0,Married,Aurora,Standard,,,Medium
3265,307033,Canada,Quebec,Montreal,H4G 3T4,Female,High School or Below,71630.0,Married,Aurora,Standard,,,High
3329,789892,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,70541.0,Married,Aurora,Standard,,,High
3366,589101,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,77161.0,Divorced,Aurora,Standard,,,High
3501,160740,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,52712.0,Married,Aurora,Standard,,,Medium
3777,153395,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,63192.0,Divorced,Aurora,Standard,,,Medium
3836,175169,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,93451.0,Single,Aurora,Standard,,,High
3956,681032,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,64605.0,Married,Aurora,Standard,,,Medium
4359,331857,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,46811.0,Single,Nova,Standard,,,Low
4591,682709,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,103965.0,Married,Nova,Standard,,,High
5058,347466,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,74963.0,Single,Nova,Standard,,,High
5740,161414,Canada,Quebec,Montreal,H4G 3T4,Male,Master,117134.0,Divorced,Nova,Standard,,,High
5834,542014,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,87119.0,Married,Nova,Standard,,,High
5951,558248,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,80320.0,Single,Nova,Standard,2015.0,,High
6697,744860,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,50134.0,Married,Nova,Standard,2018.0,,Medium
7317,853266,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,49785.0,Married,Nova,Standard,,,Low
7492,837327,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,99726.0,Divorced,Nova,Standard,2016.0,,High
7527,546259,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,55551.0,Married,Nova,Standard,,,Medium
7606,574745,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,50433.0,Married,Nova,Standard,,,Medium
7759,538507,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,101936.0,Divorced,Nova,Standard,,,High
8043,263068,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,77935.0,Married,Nova,Standard,,,High
8301,425826,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,62308.0,Divorced,Nova,Standard,,,Medium
9126,477676,Canada,Quebec,Montreal,H2Y 2W2,Male,Doctor,125167.0,Divorced,Nova,Standard,,,High
9325,712874,Canada,Quebec,Montreal,H3T 8L4,Male,Bachelor,62399.0,Single,Nova,Standard,2016.0,,Medium
10408,873578,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,46688.0,Single,Star,Standard,2016.0,,Low
10875,393101,Canada,Ontario,Toronto,P5S 6R4,Female,High School or Below,59429.0,Married,Star,Standard,,,Medium
10995,338750,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,53310.0,Married,Star,Standard,,,Medium
11150,455896,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,66226.0,Married,Star,Standard,,,Medium
11499,319304,Canada,Alberta,Peace River,T9O 2W2,Male,Bachelor,47491.0,Single,Star,Standard,,,Low
11971,332711,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,62821.0,Divorced,Star,Standard,,,Medium
12497,954558,Canada,Manitoba,Winnipeg,R3R 3T4,Female,Bachelor,80697.0,Married,Star,Standard,,,High
12565,804784,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,83224.0,Married,Star,Standard,,,High
12843,556622,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,High School or Below,60806.0,Single,Star,Standard,,,Medium
13759,573972,Canada,Quebec,Tremblant,H5Y 2S9,Female,Doctor,124154.0,Divorced,Star,Standard,,,High
14160,435557,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,82371.0,Married,Star,Standard,,,High
14183,311008,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,66754.0,Married,Star,Standard,,,Medium
14410,345099,Canada,Alberta,Edmonton,T3G 6Y6,Male,Master,123841.0,Married,Star,Standard,,,High
14564,517295,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,52990.0,Married,Star,Standard,,,Medium
15312,735515,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,66177.0,Married,Star,Standard,,,Medium
15335,620446,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,71589.0,Married,Star,Standard,,,High
15410,980145,Canada,Ontario,Toronto,P2T 6G3,Male,High School or Below,80893.0,Married,Star,Standard,,,High
15561,603371,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,50906.0,Divorced,Star,Standard,,,Medium
15575,528985,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,57394.0,Married,Star,Standard,,,Medium
15747,649052,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,82463.0,Married,Star,Standard,,,High
15908,704423,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,56226.0,Single,Star,Standard,,,Medium
15976,825465,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,69080.0,Married,Star,Standard,,,Medium
33,543918,Canada,Quebec,Montreal,H2T 2J6,Male,High School or Below,40736.0,Married,Star,Standard,,,Low
91,645265,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,73313.0,Married,Star,Standard,,,High
113,967300,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,62630.0,Single,Aurora,2018 Promotion,2018.0,,Medium
295,998090,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,51427.0,Married,Star,Standard,,,Medium
558,493677,Canada,Saskatchewan,Regina,S1J 3C5,Female,High School or Below,45229.0,Single,Star,Standard,,,Low
1063,323821,Canada,British Columbia,Vancouver,V5R 1W3,Female,High School or Below,49083.0,Married,Aurora,Standard,,,Low
1147,380031,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,77304.0,Married,Aurora,Standard,,,High
1270,386446,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,65599.0,Married,Aurora,Standard,,,Medium
1673,193020,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,58844.0,Married,Aurora,2018 Promotion,,,Medium
2479,272568,Canada,Ontario,London,M5B 3E4,Male,Bachelor,80229.0,Married,Aurora,Standard,,,High
2921,118514,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,61008.0,Married,Aurora,Standard,,,Medium
2968,257393,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,50660.0,Single,Aurora,Standard,2016.0,,Medium
3405,362471,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,74049.0,Divorced,Aurora,Standard,,,High
3569,522763,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,41957.0,Single,Star,2018 Promotion,,,Low
3618,619537,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,83013.0,Married,Aurora,Standard,,,High
3922,194722,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,64630.0,Single,Aurora,Standard,,,Medium
4233,203973,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,68546.0,Single,Nova,Standard,,,Medium
4482,260464,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,61561.0,Married,Nova,Standard,,,Medium
4797,946998,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,74970.0,Single,Nova,Standard,,,High
5185,386790,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,74756.0,Married,Nova,Standard,,,High
5190,626542,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,74756.0,Married,Nova,Standard,,,High
5716,559007,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,49258.0,Married,Nova,Standard,,,Low
5751,304887,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,99053.0,Married,Nova,Standard,2015.0,,High
5949,422245,Canada,Ontario,Toronto,M2M 6J7,Male,Bachelor,93662.0,Married,Nova,Standard,,,High
5984,761240,Canada,Quebec,Montreal,H2Y 2W2,Female,Master,128352.0,Single,Nova,Standard,,,High
6131,215508,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,86590.0,Single,Nova,Standard,,,High
6291,614721,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,84147.0,Married,Star,2018 Promotion,,,High
6762,671639,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,98651.0,Married,Nova,Standard,,,High
7008,750152,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,91239.0,Married,Nova,Standard,,,High
7349,888115,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,60920.0,Married,Nova,Standard,,,Medium
7491,372737,Canada,Ontario,Toronto,M2P 4F6,Male,High School or Below,79830.0,Married,Aurora,2018 Promotion,,,High
7829,122890,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,64760.0,Married,Nova,Standard,,,Medium
7979,871206,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,69098.0,Married,Nova,Standard,,,Medium
8118,760077,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,50930.0,Married,Nova,Standard,,,Medium
8939,683470,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,63609.0,Married,Nova,Standard,,,Medium
9107,549200,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,86815.0,Married,Nova,Standard,2018.0,,High
9557,398351,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,91037.0,Married,Nova,Standard,,,High
9615,477739,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,87782.0,Married,Nova,Standard,,,High
9688,266234,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,87908.0,Divorced,Nova,Standard,,,High
9715,592251,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,85587.0,Married,Nova,Standard,,,High
10600,440112,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,61895.0,Married,Star,Standard,,,Medium
10689,740918,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,54659.0,Single,Star,Standard,,,Medium
10695,563981,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,95929.0,Married,Star,Standard,,,High
10696,852323,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,95929.0,Married,Star,Standard,,,High
10916,868025,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,97363.0,Single,Star,Standard,,,High
11005,178565,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,63907.0,Married,Star,Standard,,,Medium
11038,631583,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,57627.0,Married,Star,Standard,,,Medium
11073,106616,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,53879.0,Married,Star,Standard,,,Medium
11109,844556,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,53637.0,Married,Star,Standard,,,Medium
12010,409102,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,95276.0,Married,Star,Standard,,,High
12910,286954,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,102934.0,Single,Star,Standard,,,High
13237,255836,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,104192.0,Married,Star,Standard,,,High
13561,203143,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,72364.0,Single,Star,Standard,2017.0,,High
13678,762474,Canada,Ontario,London,M5B 3E4,Male,High School or Below,76539.0,Married,Star,Standard,,,High
14669,674281,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,70212.0,Divorced,Star,Standard,,,High
14726,722154,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,58809.0,Married,Star,Standard,,,Medium
15348,391673,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,57033.0,Married,Star,Standard,,,Medium
15380,292021,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,59667.0,Married,Star,Standard,,,Medium
